ablation,setting,seed,survivable,latency,lam2,energy,budget
B_weight,W=0,27,0.9705882352941176,,0.03410625870427776,,
B_weight,W=1,27,0.9705882352941176,,0.03410625870427776,,
B_weight,W=2,27,0.9705882352941176,,0.03410625870427776,,
B_weight,W=5,27,0.9705882352941176,,0.03410625870427776,,
C_budget,frac=0.025,27,0.9705882352941176,,,0.8631249267794173,0.34586308341223165
C_budget,frac=0.035,27,0.9705882352941176,,,0.8631249267794173,0.48420831677712434
C_budget,frac=0.05,27,0.9705882352941176,,,0.8631249267794173,0.6917261668244633
C_budget,frac=0.07,27,1.0,,,0.937818859104253,0.9684166335542487
A_components,none,29,0.9407407407407408,78,,,
A_components,warm-start,29,0.8518518518518519,120,,,
A_components,warm-start+pull,29,0.9703703703703703,54,,,
B_weight,W=0,29,0.9925925925925926,,0.03151631943554297,,
B_weight,W=1,29,0.9851851851851852,,0.0371626958491076,,
B_weight,W=2,29,0.9703703703703703,,0.04586131033147379,,
B_weight,W=5,29,0.9777777777777777,,0.0618852435531468,,
C_budget,frac=0.025,29,0.7407407407407407,,,0.3494014063773595,0.376588132090242
C_budget,frac=0.035,29,0.9703703703703703,,,0.5150826947876466,0.5272233849263388
C_budget,frac=0.05,29,1.0,,,0.7524373410840393,0.753176264180484
C_budget,frac=0.07,29,1.0,,,0.9929335894630151,1.0544467698526776
A_components,none,31,0.9925925925925926,120,,,
A_components,warm-start,31,0.9925925925925926,120,,,
A_components,warm-start+pull,31,1.0,120,,,
B_weight,W=0,31,1.0,,0.05000751905689419,,
B_weight,W=1,31,1.0,,0.05000751905689419,,
B_weight,W=2,31,1.0,,0.05000751905689419,,
B_weight,W=5,31,1.0,,0.05000751905689419,,
C_budget,frac=0.025,31,1.0,,,0.5639474827194244,0.32136662349000555
C_budget,frac=0.035,31,1.0,,,0.5639474827194244,0.4499132728860078
C_budget,frac=0.05,31,1.0,,,0.5933893176033441,0.6427332469800111
C_budget,frac=0.07,31,1.0,,,0.8831493645901011,0.8998265457720156
A_components,none,30,0.9104477611940298,120,,,
A_components,warm-start,30,0.9328358208955224,120,,,
A_components,warm-start+pull,30,1.0,120,,,
B_weight,W=0,30,1.0,,0.021403961485841002,,
B_weight,W=1,30,1.0,,0.021403961485841002,,
B_weight,W=2,30,1.0,,0.021403961485841002,,
B_weight,W=5,30,1.0,,0.021403961485841002,,
C_budget,frac=0.025,30,1.0,,,0.7910952182220344,0.34907276558766176
C_budget,frac=0.035,30,1.0,,,0.7910952182220344,0.4887018718227265
C_budget,frac=0.05,30,1.0,,,0.7910952182220344,0.6981455311753235
C_budget,frac=0.07,30,1.0,,,0.9599100874181861,0.977403743645453
A_components,none,32,0.9090909090909091,84,,,
A_components,warm-start,32,0.9696969696969697,25,,,
A_components,warm-start+pull,32,0.9772727272727273,43,,,
B_weight,W=0,32,1.0,,0.06896363032847277,,
B_weight,W=1,32,0.9924242424242424,,0.07043179411897417,,
B_weight,W=2,32,0.9772727272727273,,0.07279507949598432,,
B_weight,W=5,32,0.9772727272727273,,0.07300759253645392,,
C_budget,frac=0.025,32,0.9545454545454546,,,0.3625525998786175,0.3663598021183267
C_budget,frac=0.035,32,0.9772727272727273,,,0.5086851309663357,0.5129037229656573
C_budget,frac=0.05,32,1.0,,,0.6934729603411814,0.7327196042366534
C_budget,frac=0.07,32,1.0,,,1.008732682028662,1.0258074459313147
A_components,none,34,0.9703703703703703,43,,,
A_components,warm-start,34,0.9703703703703703,47,,,
A_components,warm-start+pull,34,1.0,49,,,
B_weight,W=0,34,1.0,,0.018458179947627953,,
B_weight,W=1,34,1.0,,0.04441111157641559,,
B_weight,W=2,34,1.0,,0.03672255756049635,,
B_weight,W=5,34,1.0,,0.03672255756049635,,
C_budget,frac=0.025,34,0.9703703703703703,,,0.34009363162731526,0.3482081324319355
C_budget,frac=0.035,34,1.0,,,0.4443739309576602,0.4874913854047097
C_budget,frac=0.05,34,1.0,,,0.6413670526234896,0.696416264863871
C_budget,frac=0.07,34,1.0,,,0.9410248085093611,0.9749827708094194
A_components,none,33,0.9402985074626866,120,,,
A_components,warm-start,33,0.9477611940298507,120,,,
A_components,warm-start+pull,33,0.9776119402985075,120,,,
B_weight,W=0,33,0.9776119402985075,,0.027276093192305822,,
B_weight,W=1,33,0.9776119402985075,,0.027276093192305822,,
B_weight,W=2,33,0.9776119402985075,,0.027276093192305822,,
B_weight,W=5,33,0.9776119402985075,,0.027276093192305822,,
C_budget,frac=0.025,33,0.9776119402985075,,,0.9909854742835694,0.36344230600163807
C_budget,frac=0.035,33,0.9776119402985075,,,0.9909854742835694,0.5088192284022933
C_budget,frac=0.05,33,0.9776119402985075,,,0.9909854742835694,0.7268846120032761
C_budget,frac=0.07,33,0.9776119402985075,,,1.0166132324575423,1.0176384568045866
A_components,none,35,0.9705882352941176,120,,,
A_components,warm-start,35,0.9779411764705882,120,,,
A_components,warm-start+pull,35,1.0,120,,,
B_weight,W=0,35,1.0,,0.0575175670155338,,
B_weight,W=1,35,1.0,,0.0575175670155338,,
B_weight,W=2,35,1.0,,0.0575175670155338,,
B_weight,W=5,35,1.0,,0.0575175670155338,,
C_budget,frac=0.025,35,1.0,,,0.7593768854828461,0.37063284410844505
C_budget,frac=0.035,35,1.0,,,0.7593768854828461,0.5188859817518231
C_budget,frac=0.05,35,1.0,,,0.7593768854828461,0.7412656882168901
C_budget,frac=0.07,35,1.0,,,1.0162713524423337,1.0377719635036462
A_components,none,36,0.9850746268656716,120,,,
A_components,warm-start,36,0.9925373134328358,120,,,
A_components,warm-start+pull,36,0.9925373134328358,120,,,
B_weight,W=0,36,0.9925373134328358,,0.04819514158339209,,
B_weight,W=1,36,0.9925373134328358,,0.04819514158339209,,
B_weight,W=2,36,0.9925373134328358,,0.04819514158339209,,
B_weight,W=5,36,0.9925373134328358,,0.04819514158339209,,
C_budget,frac=0.025,36,0.9925373134328358,,,0.7618608354600858,0.3526365107531092
C_budget,frac=0.035,36,0.9925373134328358,,,0.7618608354600858,0.49369111505435287
C_budget,frac=0.05,36,0.9925373134328358,,,0.7618608354600858,0.7052730215062184
C_budget,frac=0.07,36,1.0,,,0.8700865137227758,0.9873822301087057
A_components,none,37,0.9925925925925926,120,,,
A_components,warm-start,37,0.9851851851851852,120,,,
A_components,warm-start+pull,37,0.8740740740740741,120,,,
B_weight,W=0,37,0.8740740740740741,,0.02710193726707803,,
B_weight,W=1,37,0.8740740740740741,,0.02710193726707803,,
B_weight,W=2,37,0.8740740740740741,,0.02710193726707803,,
B_weight,W=5,37,0.8740740740740741,,0.02710193726707803,,
C_budget,frac=0.025,37,0.8740740740740741,,,0.6651592083600187,0.3503854951755432
C_budget,frac=0.035,37,0.8740740740740741,,,0.6651592083600187,0.49053969324576047
C_budget,frac=0.05,37,0.8740740740740741,,,0.6651592083600187,0.7007709903510864
C_budget,frac=0.07,37,1.0,,,0.9682214969034458,0.9810793864915209
A_components,none,38,1.0,120,,,
A_components,warm-start,38,1.0,120,,,
A_components,warm-start+pull,38,0.9925925925925926,120,,,
B_weight,W=0,38,0.9925925925925926,,0.019258977058253732,,
B_weight,W=1,38,0.9925925925925926,,0.019258977058253732,,
B_weight,W=2,38,0.9925925925925926,,0.019258977058253732,,
B_weight,W=5,38,0.9925925925925926,,0.019258977058253732,,
C_budget,frac=0.025,38,0.9925925925925926,,,0.703592014674007,0.3521255159102128
C_budget,frac=0.035,38,0.9925925925925926,,,0.703592014674007,0.492975722274298
C_budget,frac=0.05,38,0.9925925925925926,,,0.703592014674007,0.7042510318204256
C_budget,frac=0.07,38,1.0,,,0.9747717536962274,0.985951444548596
A_components,none,39,0.9924812030075187,53,,,
A_components,warm-start,39,0.9774436090225563,32,,,
A_components,warm-start+pull,39,1.0,50,,,
B_weight,W=0,39,1.0,,0.02788302978906201,,
B_weight,W=1,39,1.0,,0.05773765052379664,,
B_weight,W=2,39,1.0,,0.053671986584735085,,
B_weight,W=5,39,0.9849624060150376,,0.05615917484749484,,
C_budget,frac=0.025,39,0.9849624060150376,,,0.3537693871595948,0.361699894140208
C_budget,frac=0.035,39,1.0,,,0.48868281946175873,0.5063798517962912
C_budget,frac=0.05,39,1.0,,,0.6939437435891861,0.723399788280416
